context,question,answer,url
"Vietcombank recently announced that, from June 12, 2024, Vietcombank deployed the utility to register to buy SJC gold bars online for customers on Vietcombank's website. Accordingly, customers can register to buy SJC gold bars at the desired location and receive a confirmation of an appointment with information about the location, time of payment and delivery of SJC gold bar without having to come on dutyNext to queue and get the number of transactions. Vietcombank said that this utility is completely online right on Vietcombank's website for all customers wishing to buy SJC gold bars.Customers use personal electronics (smartphones, tablets, personal",When did Vietcombank start offering online registration to buy SJC gold bars?,"June 12, 2024.",https://cafef.vn/nhieu-nguoi-dan-xep-hang-tu-3h-sang-vietcombank-trien-khai-dang-ky-mua-vang-sjc-online-tu-hom-nay-12-6-188240612090749881.chn
"According to the real estate market report in the first 6 months of 2024 of Batdongsan.com.vn, the level of interest, price and price of real estate rental average nationwide in the second quarter are tending to increase. Top 10 most searched apartment projects in the first 5 months of the year in Hanoi including Vinhomes Ocean Park Gia Lam, Vinhomes Smart City, Vinhomes Green Bay Me Tri, New Urban Area Xa La, Trung Hoa Urban Area - Nhan Chinh, KTTD.Viet Hung, Vinhomes d'Aca Capitale, Goldmark City, Urban Area Thanh Ha Muong Thanh, Royal City.Mostly the most concerned apartment projects focus",What are some of the top searched apartment projects in Hanoi in the first 5 months of 2024?,"Vinhomes Ocean Park Gia Lam, Vinhomes Smart City, and Vinhomes Green Bay Me Tri.",https://cafef.vn/lo-dien-10-chung-cu-duoc-san-lung-nhieu-nhat-hien-nay-co-du-an-o-ha-noi-gia-ban-tang-gan-70-188240612073436645.chn
"Currently, most large gold enterprises such as SJC, PNJ, DOJI companies list SJC gold prices at 75.0-77.0 million dong/tael.Bao Tin Minh Chau listed the buying price higher with 75.5 million dong/tael, the selling price was 77 million dong/tael. Commercial banks today also retain the price of SJC gold is nearly 77 million/tael, marking the fifth consecutive session unchanged.Notably, before the situation of people queuing from 3-4am to buy gold, Vietcombank started to register to buy gold online from today 12/6. Not only SJC gold but the price of gold rings did not change compared to yesterday.Currently, SJC is listed 72.8-74.5",When did Vietcombank start allowing online gold purchase registration?,December 6.,https://cafef.vn/ngay-12-6-gia-vang-sjc-vang-nhan-tron-deu-lang-song-188240612094214795.chn
"Artwork Banking profit will divide in 2024 In the report of the newly published banking industry, Vietcombank Securities (VCBS) forecast that bank profits will grow at about 10% in 2024, but the prospect will be differentiated. In terms of credit prospects, VCBS expects credit demand to accelerate in the second half of 2024 when the interest rate is low at a low level to help promote lending needs and recovery economy.Accordingly, the credit growth rate of the whole year is forecasted at 12 - 13%. VCBS argues that the motivation for credit growth is active production and export activities, promoting",What is the forecasted credit growth rate for the whole year of 2024 according to Vietcombank Securities (VCBS)?,12-13%.,https://cafef.vn/ba-dong-luc-tang-truong-loi-nhuan-nganh-ngan-hang-nam-2024-188240612075011852.chn
"At the World's Foreign Affairs Foreign Affairs Conference (BRICS) on Tuesday, the Minister of Economy of member countries BRICS announced the completion of the non -dollarized plan is in the final stage.. At the meeting took place on June 10-11 in Russia, BRICS representatives confirmed that the bloc was developing a new payment system to counteract the US dollar. The common goal of the block is to promote a multipolar international monetary system and overthrow the position of the only global reserve of the green silver coin. BRICS aims to ""cut off"" with the US dollar and use the local",What did BRICS representatives confirm at the meeting in Russia on June 10-11?,They confirmed that BRICS is developing a new payment system to counteract the US dollar.,https://cafef.vn/ket-thuc-cuoc-hop-2-ngay-lanh-dao-brics-tuyen-bo-phi-do-loa-hoa-dang-o-giai-doan-cuoi-cung-my-can-lam-gi-de-giu-vi-the-dong-bac-xanh-188240612101052381.chn
"The trend of raising interest rates is increasingly spreading.If more than 1 month ago, the interest rate of 6%/year only applies to savings deposits with the amount of hundreds of billions to trillions of dong.Up to now, the common savings interest rate grounds many banks adjusted the interest increase in 6%/year. According to our survey, after the latest adjustment on June 11, the interest rate of deposits from 18-60 months at NCB Bank returned to 6.1%/year.This is also a bank listing high savings interest rates for terms 12, 13 and 15 months with interest rates of 5.6%, 5.7%, 5.8%/year respectively.",What was the newly adjusted interest rate for deposits from 18-60 months at NCB Bank on June 11?,6.1%/year.,https://cafef.vn/lan-song-tang-lai-suat-tiet-kiem-lan-rong-xuat-hien-ngan-hang-tra-lai-95-nam-188240612102941054.chn
"The inflation report will be announced right before the central bank's decision meeting.The total inflation data in May is forecasted at 3.4%.On the basis of monthly, CPI in May is expected to increase by 0.1%, less than the increase of 0.3% of April.. According to Bank of America (BOFO), the decreasing energy price may be the biggest factor that helps reduce inflation pressure on total CPI. Economists Stephen Juneau and Michael Gapen of BOFA Note to customers: “May energy price may decrease in the seasonal adjustment thanks to the decreasing gasoline price, soothing consumers after the price increases in April",What is the forecasted total inflation data for May?,3.4%.,https://cafef.vn/du-lieu-lam-phat-dinh-hinh-chinh-sach-lai-suat-tuong-lai-sap-duoc-cong-bo-ngay-truoc-quyet-dinh-cua-fed-manh-moi-cho-so-dot-cat-giam-trong-nam-2024-188240612134443405.chn
"After the struggle in the morning, the demand force in the afternoon session helped VN-Index make a strong breakthrough to exceed the threshold of 1,300 points.The closed index of June 12 with an increase of 15.78 points at 1,300.19 points.Maintenance cash flow with liquidity on HOSE reached over VND 23,200 billion. Foreign trade is the point unless they sell net worth of VND 539 billion across the market. On HOSE, foreign investors net sold 592 billion. In the buying direction, MBB shares are the focus of foreign investors with a value of 139 billion dong.Following, MSN and SSI are the",How many points did the VN-Index increase on June 12?,15.78 points.,https://cafef.vn/khoi-ngoai-tiep-tuc-ban-rong-hang-tram-ty-trong-ngay-vn-index-vuot-1300-diem-xa-manh-fpt-nguoc-chieu-gom-mot-co-phieu-ngan-hang-188240612152435584.chn
"Vietnam's stock market has just experienced an unexpected explosive session.The cash flow suddenly poured into the market in the second half of the afternoon, pulling a series of sharing shares.VN-Index increased by nearly 16 points thereby closing on 1,300 points.However, HOSE liquidity decreased slightly compared to the previous session, reaching more than 23,200 billion dong. The last time VN-Index touched 1,300 was June 8, 2022.However, the main index can only anchor on this threshold of two sessions 8-9/6 and then turn to fall deeply, it takes 2 years to return.No need to say can also imagine how happy securities investors","When was the last time before the recent session that the VN-Index touched 1,300 points?  ","June 8, 2022.",https://cafef.vn/mot-dieu-chua-tung-xay-ra-voi-chung-khoan-viet-nam-2-nam-qua-vua-khien-nha-dau-tu-vo-oa-vui-suong-188240612152925911.chn
"According to the announcement of 2023 of the US Geological Survey, the world's bauxite reserves reached about 31 billion tons.In particular, bauxite reserves in Vietnam reached about 5.8 billion tons, ranked second in the world. Guinea is the country with the largest bauxite reserves in the world.The 5 countries with the largest bauxite reserves in the world include: Guinea (7.4 billion tons), Vietnam (5.8 billion tons), Australia (5.1 billion tons), Brazil (2.7 billion tons of), Jamaica (2 billion tons). According to the US geological survey agency, bauxite ore is distributed mainly in tropical, Mediterranean and belt around the equator.Areas with",How many tons of bauxite reserves does Vietnam have according to the 2023 US Geological Survey announcement?,5.8 billion tons.,https://cafef.vn/ngoai-dat-hiem-viet-nam-co-them-kho-bau-khac-lon-thu-2-the-gioi-tinh-nam-giu-lon-nhat-co-1-3-dien-tich-nam-tren-mo-vang-nay-188240612155714827.chn
"On June 12, the CSDT of Hanoi City Police said that it had issued a decision to prosecute the criminal case of illegal purchase and sale of invoices, taking advantage of the position of powers while on duty.Vietnam's dynamic and agricultural machine company - Veam. Police have prosecuted the accused, arrested and detained Mr. Phan Pham Ha (General Director) and serious Thang (in charge of the Office) on charges of taking advantage of his position and powers while on duty. Regarding the cause of arresting Mr. Phan Pham Ha, Hanoi Police, according to the investigation document, Phan Pham Ha, directed",Who were prosecuted and detained by the Hanoi City Police on June 12?,Mr. Phan Pham Ha (General Director) and Mr. Thang (Office in charge).,https://cafef.vn/nguyen-nhan-bat-ong-phan-pham-ha-tong-giam-doc-doanh-nghiep-nha-nuoc-co-von-hoa-gan-25-ty-usd-188240612164842117.chn
"Closed on June 12, the VN-Index officially successfully conquered the threshold of 1,300 points thanks to good demand in the afternoon.The cash flow spreads strongly in most industry groups and large -cap stocks to help the main index increase nearly 16 points.Foreign trade continued to witness the net selling session of nearly 600 billion on HOSE. With the strong bumpers over the threshold, most securities companies have positive views on market movements, saying that the main index will continue to inertia. Yuanta stock said that the market may continue to rise in the next session and the VN30 index may",What threshold did the VN-Index successfully conquer on June 12?,"1,300 points.",https://cafef.vn/goc-nhin-ctck-tiep-tuc-quan-tinh-tang-vn-index-huong-toi-1320-diem-18824061219334419.chn
